,,,,,,,,,,,,,,,,,,,,,,,,,
65,Manchester Road/East Ferry Road,538032.0,178360.0,Kerbside,75,40.5,25.1,42.1,28.5,22.4,missing ,missing,23.3,24.4,missing,26.7,35.7,29.86,22.69,,,,,,
66,Millwall Park,538258.0,178689.0,Urban background,58,44.8,missing ,31.9,20.2,missing,18.5,missing,missing ,17.4,25.6,missing,33.0,27.34,19.70,annualised,,,,,
67,Seyssel Street,538544.0,178767.0,Kerbside,100,47.6,29.4,41.9,31.7,25.8,25.0,22.8,26,29.3,35.9,26.8,44.0,32.18,24.46,,,,,,
68,Manchester Road/Ollife Street ,538431.0,179044.0,Kerbside,100,50.1,24.4,47.4,32.7,24.3,23.6,26.2,27.5,30.1,36.9,25.6,45.2,32.83,24.95,,,,,,
69,Lawnhouse Close ,538190.0,179750.0,Kerbside,100,50.8,32.3,37.3,30.5,26.3,24.7,23.1,25.2,25.0,34.4,25.8,46.4,31.82,24.18,,,,,,
70,Admirals Way,537424.0,179910.0,Kerbside,92,41.4,27.0,39.0,24.4,missing,25.9,29.2,25.1,23.8,32.3,24.9,37.5,30.05,22.83,,,,,,
71,Toynbee St/Commercial St,533689.0,181705.0,Roadside,100,63.5,46.8,39.8,36.2,33.6,32.9,31.9,35.8,40.4,44.5,43.9,51.8,41.76,31.74,,,,,,
72,Prestons Road/ Coldharbour,538364.0,180188.0,Kerbside,100,54.3,36.4,49.4,37.5,30.9,28.3,33.4,31.7,33.7,33.2,34.7,42.7,37.18,28.26,,,,,,
73,John Smith Mews,538742.0,180756.0,Kerbside,100,44.2,31.7,37.6,31.8,23.5,22.0,23.5,20.3,27.2,27.6,25.1,37.1,29.30,22.27,,,,,,
74,Poplar High St/Cotton St,538244.0,180761.0,Kerbside,100,82.4,66.1,88.3,65.9,66.5,75.7,71.5,69.2,78.6,82.4,62.1,71.1,73.32,55.72,,,,,,
75,Hale Street,537661.0,180768.0,Kerbside,100,44.8,28.2,43.2,25.0,23.9,24.3,20.7,19.5,23.2,32.2,30.6,36.1,29.31,22.27,,,,,,
76,Chrisp Street/E India Dock Road ,537940.0,181021.0,Kerbside,92,53.0,38.1,54.9,39.8,33.1,32.8,35.3,32.5,40.9,missing,33.5,49.7,40.33,30.65,,,,,,
77,Morris/Barchester Street,537731.0,181761.0,Kerbside,100,42.4,26.8,40.3,24.4,20,20.2,23,20.4,28.7,31.7,28.5,35.5,28.49,21.65,,,,,,
78,Devons Road / Campbell Road ,537577.0,182232.0,Kerbside,100,58.2,36.2,51.7,39.2,35.2,32.2,34,34.7,44.8,34.2,28.9,48.5,39.82,30.26,,,,,,
79,Hatfield Terrace/Fairfield Road,537355.0,183059.0,Kerbside,100,40.6,28.0,45.7,29.9,20.1,21.2,24.2,27.3,27.8,30.6,27.4,37.8,30.05,22.84,,,,,,
80,Wrexham Road,537581.0,183209.0,Kerbside,100,48.8,31.9,47.2,38.0,24.9,25.2,29.5,33.9,34.6,32.5,29.6,41.4,34.79,26.44,,,,,,
81,Bromley High Street/ St Leonards,537868.0,182912.0,Kerbside,100,50.8,35.9,43.0,34.1,28.8,28.1,30,32,36.3,36.2,32,44.7,35.99,27.35,,,,,,
82,Devas Street /Devons road,537821.0,182332.0,Kerbside,100,46.8,37.7,57.3,43.1,28.5,31.1,34.6,33.1,44.2,36.8,28,29.5,37.56,28.54,,,,,,
83,Zetland Street/A12,538178.0,181747.0,Kerbside,100,57.9,42.5,69.4,54.6,47.3,48.4,58.5,52.5,66.0,47.7,47.9,53.8,53.88,40.95,,,,,,
84,Blair Street (End of Street),538365.0,181180.0,Roadside,100,55.6,44.7,44.9,31.1,32.6,37.4,31.9,27.9,37.4,45.8,34.5,48.9,39.39,29.94,,,,,,
85,Portree Street,538895.0,181296.0,Kerbside,92,52.3,36.5,53.2,36.7,34.7,35.2,missing,31.8,37.7,41.7,46.5,50.8,41.55,31.58,,,,,,
86,Newport Avenue,538954.0,180872.0,Kerbside,100,40.8,29.9,38.6,28.3,24.5,23.3,24.4,22.6,29.3,30.6,27.8,34.4,29.54,22.45,,,,,,
87,Mile End Road Corner Bancroft Rd,535929.0,182220.0,Kerbside,92,52.6,37.0,40.7,38.5,30.2,26.6,nul,33.1,39.3,34.2,32.8,38.7,36.70,27.89,,,,,,
88,Shirbutt St o/s Holy Family School,537555.0,180892.0,Kerbside,100,40.5,23.7,37.3,24.8,21.2,19.7,19.3,19.3,23.5,28.6,22.9,34.3,26.26,19.96,,,,,,
89,Thames Path Storers Quay,538730.0,178733.0,Roadside,100,42.7,28.2,48.3,33.5,21,19.9,20,21.5,20.3,28.6,22.5,38.7,28.77,21.86,,,,,,
90,Sextant Avenue,538674.0,178888.0,Kerbside,100,41.7,24.4,39.3,23.5,16.4,18.0,18,21.2,19.7,26.6,19.5,36.0,25.36,19.27,,,,,,
91,At the entrance of MOT station,539007.0,181146.0,Kerbside,83,missing,missing ,57.4,17.3,28.5,25.1,25.1,23.6,31.8,35.6,34.4,25.0,30.38,23.09,,,,,,
92,At the exit of MOT station,538907.0,181127.0,Roadside,83,missing,missing ,43.6,19.4,37.3,38.7,34.1,33.1,37.7,42.7,29.6,48.3,36.45,27.70,,,,,,
93,Millwall Park- North Greenwich Bowls Club (Co-location site),538016.0,178569.0,Urban background,58,N/A,N/A,N/A,N/A,16.9,21.0,15.1,16.9,17.7,22,20.8,N/A,,,,,,,,
94,Millwall Park- North Greenwich Bowls Club(Co-location site),538016.0,178569.0,Urban background,58,N/A,N/A,N/A,N/A,16,18.3,13.5,16.7,16.1,21.8,20.3,N/A,,,,,,,,
