43,Victoria Park,536494,184170,Background,17.0,Missing,Missing,Missing,Missing,Missing,Missing,Missing,16.99,22.84,,,,,,
44,Parnell Rd/Old Ford Rd,536874,183741,Roadside,28.1,31.0,30.5,Missing,41.6,45.7,45.0,38.4,37.19,39.42,,,,,,
45,St Stephen's Rd/Tredegar Rd,536713,183070,Roadside,25.1,34.8,40.5,32.9,50.4,55.8,45.1,36.0,40.09,43.50,,,,,,
46,Rhondda Grove/Mile End Rd,536542,182589,Roadside,Missing,21.3,37.4,30.7,28.4,37.1,36.5,36.2,32.49,34.96,,,,,,
47,Wentworth Mews,536452,182454,Roadside,32.6,43.8,45.0,42.5,58.2,62.5,40.6,43.5,46.09,50.00,,,,,,
48,Ackroyd Drive,536767,181771,Roadside,37.7,37.6,40.7,34.2,45.0,50.7,44.2,40.9,41.38,44.89,,,,,,
49,Dod St/Burdett Rd,537026,181227,Roadside,Missing,26.9,35.2,29.0,40.4,37.1,35.7,36.3,34.37,36.98,,,,,,
50,Rich Street,536937,180987,Roadside,Missing,36.3,39.4,31.0,43.7,47.6,40.3,31.8,38.57,41.51,,,,,,
51,Watney Market,534938,181257,Background,32.2,25.6,31.4,31.5,40.2,43.4,Missing,34.5,34.11,37.58,,,,,,
52,Wick Lane/Autumn St,537304,183619,Roadside,33.0,34.9,45.5,35.6,46.5,41.6,42.1,42.0,40.17,43.59,,,,,,
53,Fairfield Road/Tredegar Road ,537159,183415,Roadside,31.4,Missing,53.8,45.6,54.3,59.2,50.2,41.9,48.05,51.80,,,,,,
54,Bow Rd /Glebe Terrace,537525,182887,Roadside,52.5,52.9,63.0,57.4,65.7,72.9,60.2,Missing,60.68,66.87,,,,,,
55,TH Cemetery Park,536730,182363,Background,19.0,21.9,24.3,18.8,24.7,29.5,26.5,20.8,23.18,25.15,,,,,,
56,Bow Common Lane/St Paul's Way,537248,181820,Roadside,39.7,36.6,30.8,32.5,Missing,Missing,45.8,36.2,36.95,41.08,,,,,,
58,Dolphin Lane,537539,180688,Roadside,28.4,25.9,26.1,30.5,30.4,30.8,41.4,31.8,30.66,33.27,,,,,,
59,Westferry Road/Limehouse Link jnct,537100,180791,Roadside,35.1,36.1,32.4,Missing,Missing,Missing,44.6,35.9,36.80,39.78,,,,,,
60,"Cascades, Westferry Road",537115,180074,Roadside,32.9,Missing,34.4,40.8,43.2,46.2,47.2,41.3,40.85,44.04,,,,,,
61,Bow Rd/Alfred St,537056,182773,Roadside,28.3,31.4,34.2,36.7,36.7,41.6,56.2,45.6,38.85,42.15,,,,,,
62,Mast House Terrace,537348,178690,Roadside,25.0,24.3,26.1,30.4,30.7,36.9,32.0,28.2,29.19,31.67,,,,,,
63,Millwall Park,538259,178688,Background,20.2,Missing,19.6,24.6,24.9,29.2,28.9,30.2,25.37,27.35,,,,,,
64,Limeharbour,537953,179357,Roadside,31.4,32.2,Missing,39.1,43.6,54.7,42.7,30.7,39.20,41.55,,,,,,
65,Manchester Road/East Ferry Road,538033,178360,Roadside,Missing,25.0,24.0,31.3,32.2,38.3,23.0,25.8,28.51,30.67,,,,,,
66,Millwall Park,538247,178689,Background,Missing,Missing,Missing,24.3,26.1,28.2,25.5,26.6,26.15,27.30,,,,,,
67,Seyssel Street,538545,178767,Roadside,Missing,26.1,25.4,32.2,34.7,39.1,26.5,27.8,30.26,32.56,,,,,,
68,Manchester Road/Ollife Street ,538432,179044,Roadside,24.5,27.7,26.7,Missing,25.3,37.7,23.9,23.4,27.02,28.64,,,,,,
69,Lawnhouse Close ,538191,179750,Roadside,32.4,32.2,Missing,28.5,42.1,45.7,Missing,63.8,40.78,44.32,,,,,,
72,Prestons Road/ Coldharbour,538364,180188,Roadside,Missing,34.1,36.7,42.7,39.7,41.2,38.4,33.8,38.09,40.98,,,,,,
73,John Smith Mews,538742,180756,Roadside,31.9,29.2,29.5,32.6,35.0,35.2,42.3,26.1,32.75,35.53,,,,,,
75,Hale Street,537661,180768,Roadside,25.4,Missing,24.7,25.9,31.8,36.7,29.6,29.5,29.09,31.36,,,,,,
76,Chrisp Street/E India Dock Road ,537940,181021,Roadside,46.5,37.4,43.0,55.5,51.0,45.2,49.3,48.0,47.00,50.99,,,,,,
77,Morris/Barchester Street,537731,181761,Roadside,28.8,25.0,29.6,35.7,Missing,Missing,38.0,31.8,31.48,35.01,,,,,,
78,Devons Road / Campbell Road ,537577,182232,Roadside,41.7,38.9,41.4,41.6,49.9,48.5,46.0,41.9,43.75,47.46,,,,,,
79,Hatfield Terrace/Fairfield Road,537356,183059,Roadside,22.9,25.5,17.2,Missing,36.1,38.0,31.3,30.7,28.82,30.55,,,,,,
80,Wrexham Road,537581,183208,Roadside,31.4,Missing,32.2,38.7,52.9,51.2,Missing,31.4,39.63,43.48,,,,,,
81,Bromley High Street/ St leonards,537868,182912,Roadside,Missing,26.4,28.0,27.3,41.2,48.0,38.0,30.5,34.20,36.79,,,,,,
82,Devas Street /Devons road,537821,182332,Roadside,Missing,33.7,38.9,43.7,51.7,51.2,53.2,34.0,43.78,47.10,,,,,,
83,Zetland Street/A12,538178,181747,Roadside,49.6,60.2,54.4,67.9,76.3,81.4,49.8,49.0,61.08,66.27,,,,,,
84,Blair Street (End of Street),538366,181180,Roadside,44.8,37.8,Missing,47.0,48.0,48.2,58.6,59.3,49.08,52.03,,,,,,
85,Portree Street,538895,181296,Roadside,33.0,35.0,41.8,44.8,49.8,49.2,49.8,49.5,44.11,47.86,,,,,,
86,Newport Avenue,538955,180872,Roadside,30.2,23.0,28.0,23.7,37.5,36.5,36.2,24.9,29.99,32.54,,,,,,
89,Thames Path Storers Quay,538730,178733,Background,-,-,-,-,-,-,-,24.3,24.25,23.77,,,,,,
90,Sextant Avenue,538674,178887,Roadside,-,-,-,-,-,-,-,16.4,16.43,16.10,,,,,,
